boloname  pixelname  wafer  pair  pixel  az   el   polang   poleff   sigma_x   sigma_y   beam_theta 
10.1_30t  10.1_30  10.1  t  30  -0.807514  -0.865468  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_30b  10.1_30  10.1  b  30  -0.807514  -0.865468  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_31t  10.1_31  10.1  t  31  -1.110054  -0.191734  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_31b  10.1_31  10.1  b  31  -1.110054  -0.191734  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_32t  10.1_32  10.1  t  32  -1.066834  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_32b  10.1_32  10.1  b  32  -1.066834  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_33t  10.1_33  10.1  t  33  -1.023614  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_33b  10.1_33  10.1  b  33  -1.023614  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_34t  10.1_34  10.1  t  34  -0.980394  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_34b  10.1_34  10.1  b  34  -0.980394  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_35t  10.1_35  10.1  t  35  -0.937174  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_35b  10.1_35  10.1  b  35  -0.937174  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_36t  10.1_36  10.1  t  36  -0.893954  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_36b  10.1_36  10.1  b  36  -0.893954  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_37t  10.1_37  10.1  t  37  -0.850734  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_37b  10.1_37  10.1  b  37  -0.850734  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_38t  10.1_38  10.1  t  38  -0.807513  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_38b  10.1_38  10.1  b  38  -0.807513  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_39t  10.1_39  10.1  t  39  -0.764293  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_39b  10.1_39  10.1  b  39  -0.764293  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_40t  10.1_40  10.1  t  40  -0.721073  -0.865468  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_40b  10.1_40  10.1  b  40  -0.721073  -0.865468  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_41t  10.1_41  10.1  t  41  -1.066834  -0.116874  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_41b  10.1_41  10.1  b  41  -1.066834  -0.116874  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_42t  10.1_42  10.1  t  42  -1.023614  -0.191734  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_42b  10.1_42  10.1  b  42  -1.023614  -0.191734  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_43t  10.1_43  10.1  t  43  -0.980394  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_43b  10.1_43  10.1  b  43  -0.980394  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_44t  10.1_44  10.1  t  44  -0.937174  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_44b  10.1_44  10.1  b  44  -0.937174  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_45t  10.1_45  10.1  t  45  -0.893954  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_45b  10.1_45  10.1  b  45  -0.893954  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_46t  10.1_46  10.1  t  46  -0.850734  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_46b  10.1_46  10.1  b  46  -0.850734  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_47t  10.1_47  10.1  t  47  -0.807513  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_47b  10.1_47  10.1  b  47  -0.807513  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_48t  10.1_48  10.1  t  48  -0.764293  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_48b  10.1_48  10.1  b  48  -0.764293  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_49t  10.1_49  10.1  t  49  -0.721073  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_49b  10.1_49  10.1  b  49  -0.721073  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_50t  10.1_50  10.1  t  50  -0.677853  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_50b  10.1_50  10.1  b  50  -0.677853  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_51t  10.1_51  10.1  t  51  -0.634633  -0.865468  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_51b  10.1_51  10.1  b  51  -0.634633  -0.865468  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_52t  10.1_52  10.1  t  52  -0.980394  -0.116874  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_52b  10.1_52  10.1  b  52  -0.980394  -0.116874  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_53t  10.1_53  10.1  t  53  -0.937174  -0.191733  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_53b  10.1_53  10.1  b  53  -0.937174  -0.191733  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_54t  10.1_54  10.1  t  54  -0.893954  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_54b  10.1_54  10.1  b  54  -0.893954  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_55t  10.1_55  10.1  t  55  -0.850734  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_55b  10.1_55  10.1  b  55  -0.850734  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_56t  10.1_56  10.1  t  56  -0.807513  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_56b  10.1_56  10.1  b  56  -0.807513  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_57t  10.1_57  10.1  t  57  -0.764293  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_57b  10.1_57  10.1  b  57  -0.764293  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_58t  10.1_58  10.1  t  58  -0.721073  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_58b  10.1_58  10.1  b  58  -0.721073  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_59t  10.1_59  10.1  t  59  -0.677853  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_59b  10.1_59  10.1  b  59  -0.677853  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_60t  10.1_60  10.1  t  60  -0.634633  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_60b  10.1_60  10.1  b  60  -0.634633  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_61t  10.1_61  10.1  t  61  -0.591413  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_61b  10.1_61  10.1  b  61  -0.591413  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_62t  10.1_62  10.1  t  62  -0.893954  -0.116874  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_62b  10.1_62  10.1  b  62  -0.893954  -0.116874  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_63t  10.1_63  10.1  t  63  -0.850733  -0.191733  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_63b  10.1_63  10.1  b  63  -0.850733  -0.191733  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_64t  10.1_64  10.1  t  64  -0.807513  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_64b  10.1_64  10.1  b  64  -0.807513  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_65t  10.1_65  10.1  t  65  -0.764293  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_65b  10.1_65  10.1  b  65  -0.764293  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_66t  10.1_66  10.1  t  66  -0.721073  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_66b  10.1_66  10.1  b  66  -0.721073  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_67t  10.1_67  10.1  t  67  -0.677853  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_67b  10.1_67  10.1  b  67  -0.677853  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_68t  10.1_68  10.1  t  68  -0.634633  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_68b  10.1_68  10.1  b  68  -0.634633  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_69t  10.1_69  10.1  t  69  -0.591413  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_69b  10.1_69  10.1  b  69  -0.591413  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_70t  10.1_70  10.1  t  70  -0.548193  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_70b  10.1_70  10.1  b  70  -0.548193  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_71t  10.1_71  10.1  t  71  -0.807513  -0.116874  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_71b  10.1_71  10.1  b  71  -0.807513  -0.116874  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_72t  10.1_72  10.1  t  72  -0.764293  -0.191733  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_72b  10.1_72  10.1  b  72  -0.764293  -0.191733  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_73t  10.1_73  10.1  t  73  -0.721073  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_73b  10.1_73  10.1  b  73  -0.721073  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_74t  10.1_74  10.1  t  74  -0.677853  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_74b  10.1_74  10.1  b  74  -0.677853  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_75t  10.1_75  10.1  t  75  -0.634633  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_75b  10.1_75  10.1  b  75  -0.634633  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_76t  10.1_76  10.1  t  76  -0.591413  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_76b  10.1_76  10.1  b  76  -0.591413  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_77t  10.1_77  10.1  t  77  -0.548193  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_77b  10.1_77  10.1  b  77  -0.548193  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_78t  10.1_78  10.1  t  78  -0.504973  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_78b  10.1_78  10.1  b  78  -0.504973  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_79t  10.1_79  10.1  t  79  -0.721073  -0.116874  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_79b  10.1_79  10.1  b  79  -0.721073  -0.116874  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_80t  10.1_80  10.1  t  80  -0.677853  -0.191733  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_80b  10.1_80  10.1  b  80  -0.677853  -0.191733  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_81t  10.1_81  10.1  t  81  -0.634633  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_81b  10.1_81  10.1  b  81  -0.634633  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_82t  10.1_82  10.1  t  82  -0.591413  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_82b  10.1_82  10.1  b  82  -0.591413  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_83t  10.1_83  10.1  t  83  -0.548193  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_83b  10.1_83  10.1  b  83  -0.548193  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_84t  10.1_84  10.1  t  84  -0.504972  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_84b  10.1_84  10.1  b  84  -0.504972  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_85t  10.1_85  10.1  t  85  -0.461752  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_85b  10.1_85  10.1  b  85  -0.461752  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_86t  10.1_86  10.1  t  86  -0.634633  -0.116874  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_86b  10.1_86  10.1  b  86  -0.634633  -0.116874  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_87t  10.1_87  10.1  t  87  -0.591413  -0.191733  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_87b  10.1_87  10.1  b  87  -0.591413  -0.191733  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_88t  10.1_88  10.1  t  88  -0.548193  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_88b  10.1_88  10.1  b  88  -0.548193  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_89t  10.1_89  10.1  t  89  -0.504972  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_89b  10.1_89  10.1  b  89  -0.504972  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_90t  10.1_90  10.1  t  90  -0.461752  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_90b  10.1_90  10.1  b  90  -0.461752  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_91t  10.1_91  10.1  t  91  -0.418532  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_91b  10.1_91  10.1  b  91  -0.418532  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_1t  8.2.0_1  8.2.0  t  1  -1.066834  0.865469  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_1b  8.2.0_1  8.2.0  b  1  -1.066834  0.865469  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_2t  8.2.0_2  8.2.0  t  2  -1.110054  0.790609  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_2b  8.2.0_2  8.2.0  b  2  -1.110054  0.790609  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_3t  8.2.0_3  8.2.0  t  3  -1.153275  0.715750  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_3b  8.2.0_3  8.2.0  b  3  -1.153275  0.715750  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_4t  8.2.0_4  8.2.0  t  4  -1.196495  0.640890  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_4b  8.2.0_4  8.2.0  b  4  -1.196495  0.640890  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_5t  8.2.0_5  8.2.0  t  5  -1.239715  0.566031  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_5b  8.2.0_5  8.2.0  b  5  -1.239715  0.566031  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_6t  8.2.0_6  8.2.0  t  6  -1.282935  0.491171  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_6b  8.2.0_6  8.2.0  b  6  -1.282935  0.491171  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_7t  8.2.0_7  8.2.0  t  7  -0.980394  0.865469  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_7b  8.2.0_7  8.2.0  b  7  -0.980394  0.865469  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_8t  8.2.0_8  8.2.0  t  8  -1.023614  0.790609  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_8b  8.2.0_8  8.2.0  b  8  -1.023614  0.790609  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_9t  8.2.0_9  8.2.0  t  9  -1.066834  0.715750  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_9b  8.2.0_9  8.2.0  b  9  -1.066834  0.715750  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_10t  8.2.0_10  8.2.0  t  10  -1.110054  0.640890  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_10b  8.2.0_10  8.2.0  b  10  -1.110054  0.640890  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_11t  8.2.0_11  8.2.0  t  11  -1.153275  0.566031  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_11b  8.2.0_11  8.2.0  b  11  -1.153275  0.566031  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_12t  8.2.0_12  8.2.0  t  12  -1.196495  0.491171  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_12b  8.2.0_12  8.2.0  b  12  -1.196495  0.491171  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_13t  8.2.0_13  8.2.0  t  13  -1.239715  0.416312  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_13b  8.2.0_13  8.2.0  b  13  -1.239715  0.416312  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_14t  8.2.0_14  8.2.0  t  14  -0.893954  0.865469  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_14b  8.2.0_14  8.2.0  b  14  -0.893954  0.865469  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_15t  8.2.0_15  8.2.0  t  15  -0.937174  0.790609  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_15b  8.2.0_15  8.2.0  b  15  -0.937174  0.790609  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_16t  8.2.0_16  8.2.0  t  16  -0.980394  0.715750  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_16b  8.2.0_16  8.2.0  b  16  -0.980394  0.715750  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_17t  8.2.0_17  8.2.0  t  17  -1.023614  0.640890  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_17b  8.2.0_17  8.2.0  b  17  -1.023614  0.640890  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_18t  8.2.0_18  8.2.0  t  18  -1.066834  0.566031  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_18b  8.2.0_18  8.2.0  b  18  -1.066834  0.566031  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_19t  8.2.0_19  8.2.0  t  19  -1.110054  0.491171  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_19b  8.2.0_19  8.2.0  b  19  -1.110054  0.491171  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_20t  8.2.0_20  8.2.0  t  20  -1.153274  0.416312  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_20b  8.2.0_20  8.2.0  b  20  -1.153274  0.416312  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_21t  8.2.0_21  8.2.0  t  21  -1.196495  0.341452  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_21b  8.2.0_21  8.2.0  b  21  -1.196495  0.341452  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_22t  8.2.0_22  8.2.0  t  22  -0.807514  0.865468  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_22b  8.2.0_22  8.2.0  b  22  -0.807514  0.865468  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_23t  8.2.0_23  8.2.0  t  23  -0.850734  0.790609  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_23b  8.2.0_23  8.2.0  b  23  -0.850734  0.790609  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_24t  8.2.0_24  8.2.0  t  24  -0.893954  0.715750  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_24b  8.2.0_24  8.2.0  b  24  -0.893954  0.715750  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_25t  8.2.0_25  8.2.0  t  25  -0.937174  0.640890  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_25b  8.2.0_25  8.2.0  b  25  -0.937174  0.640890  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_26t  8.2.0_26  8.2.0  t  26  -0.980394  0.566031  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_26b  8.2.0_26  8.2.0  b  26  -0.980394  0.566031  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_27t  8.2.0_27  8.2.0  t  27  -1.023614  0.491171  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_27b  8.2.0_27  8.2.0  b  27  -1.023614  0.491171  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_28t  8.2.0_28  8.2.0  t  28  -1.066834  0.416312  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_28b  8.2.0_28  8.2.0  b  28  -1.066834  0.416312  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_29t  8.2.0_29  8.2.0  t  29  -1.110054  0.341452  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_29b  8.2.0_29  8.2.0  b  29  -1.110054  0.341452  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_30t  8.2.0_30  8.2.0  t  30  -1.153274  0.266593  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_30b  8.2.0_30  8.2.0  b  30  -1.153274  0.266593  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_31t  8.2.0_31  8.2.0  t  31  -0.721073  0.865468  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_31b  8.2.0_31  8.2.0  b  31  -0.721073  0.865468  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_32t  8.2.0_32  8.2.0  t  32  -0.764293  0.790609  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_32b  8.2.0_32  8.2.0  b  32  -0.764293  0.790609  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_33t  8.2.0_33  8.2.0  t  33  -0.807513  0.715750  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_33b  8.2.0_33  8.2.0  b  33  -0.807513  0.715750  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_34t  8.2.0_34  8.2.0  t  34  -0.850734  0.640890  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_34b  8.2.0_34  8.2.0  b  34  -0.850734  0.640890  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_35t  8.2.0_35  8.2.0  t  35  -0.893954  0.566031  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_35b  8.2.0_35  8.2.0  b  35  -0.893954  0.566031  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_36t  8.2.0_36  8.2.0  t  36  -0.937174  0.491171  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_36b  8.2.0_36  8.2.0  b  36  -0.937174  0.491171  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_37t  8.2.0_37  8.2.0  t  37  -0.980394  0.416312  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_37b  8.2.0_37  8.2.0  b  37  -0.980394  0.416312  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_38t  8.2.0_38  8.2.0  t  38  -1.023614  0.341452  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_38b  8.2.0_38  8.2.0  b  38  -1.023614  0.341452  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_39t  8.2.0_39  8.2.0  t  39  -1.066834  0.266593  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_39b  8.2.0_39  8.2.0  b  39  -1.066834  0.266593  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_40t  8.2.0_40  8.2.0  t  40  -1.110054  0.191734  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_40b  8.2.0_40  8.2.0  b  40  -1.110054  0.191734  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_41t  8.2.0_41  8.2.0  t  41  -0.634633  0.865468  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_41b  8.2.0_41  8.2.0  b  41  -0.634633  0.865468  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_42t  8.2.0_42  8.2.0  t  42  -0.677853  0.790609  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_42b  8.2.0_42  8.2.0  b  42  -0.677853  0.790609  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_43t  8.2.0_43  8.2.0  t  43  -0.721073  0.715750  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_43b  8.2.0_43  8.2.0  b  43  -0.721073  0.715750  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_44t  8.2.0_44  8.2.0  t  44  -0.764293  0.640890  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_44b  8.2.0_44  8.2.0  b  44  -0.764293  0.640890  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_45t  8.2.0_45  8.2.0  t  45  -0.807513  0.566031  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_45b  8.2.0_45  8.2.0  b  45  -0.807513  0.566031  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_46t  8.2.0_46  8.2.0  t  46  -0.850734  0.491171  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_46b  8.2.0_46  8.2.0  b  46  -0.850734  0.491171  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_47t  8.2.0_47  8.2.0  t  47  -0.893954  0.416312  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_47b  8.2.0_47  8.2.0  b  47  -0.893954  0.416312  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_48t  8.2.0_48  8.2.0  t  48  -0.937174  0.341452  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_48b  8.2.0_48  8.2.0  b  48  -0.937174  0.341452  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_49t  8.2.0_49  8.2.0  t  49  -0.980394  0.266593  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_49b  8.2.0_49  8.2.0  b  49  -0.980394  0.266593  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_50t  8.2.0_50  8.2.0  t  50  -1.023614  0.191734  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_50b  8.2.0_50  8.2.0  b  50  -1.023614  0.191734  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_51t  8.2.0_51  8.2.0  t  51  -1.066834  0.116874  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_51b  8.2.0_51  8.2.0  b  51  -1.066834  0.116874  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_52t  8.2.0_52  8.2.0  t  52  -0.591413  0.790609  15.000257  1.000000  3.500000  3.500000  0.000000
8.2.0_52b  8.2.0_52  8.2.0  b  52  -0.591413  0.790609  105.000009  1.000000  3.500000  3.500000  0.000000
8.2.0_53t  8.2.0_53  8.2.0  t  53  -0.634633  0.715750  59.999790  1.000000  3.500000  3.500000  0.000000
8.2.0_53b  8.2.0_53  8.2.0  b  53  -0.634633  0.715750  150.000000  1.000000  3.500000  3.500000  0.000000
8.2.0_54t  8.2.0_54  8.2.0  t  54  -0.677853  0.640890  15.000257  1.000000  3.500000  3.500000  0.000000
